Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,1493.747308660923,1513.8517028869044,1474.037030610716,1485.9874150231085,1485.9874150231085,1558837
2015-01-02,1507.1046509887212,1520.3714925791585,1467.0959168373852,1495.6935004735742,1495.6935004735742,2742182
2015-01-05,1494.1727003193614,1507.74955668528,1482.292780600989,1483.2159919688,1483.2159919688,163483
2015-01-06,1468.7671010305412,1487.5740003678197,1446.4933293051893,1474.8423245376723,1474.8423245376723,4324201
2015-01-07,1485.2056109689229,1506.321114723328,1468.267648932119,1476.5241609165437,1476.5241609165437,4588263
2015-01-08,1472.8270361420534,1481.3452380069343,1455.7359465119828,1472.0629662512124,1472.0629662512124,3944373
2015-01-09,1480.932911995498,1515.5911098462036,1455.62764784595,1492.008328304521,1492.008328304521,4444524
2015-01-12,1507.2523775733823,1507.657299163387,1475.542365155885,1492.9623751610206,1492.9623751610206,983713
2015-01-13,1514.0895380969653,1518.6382886755648,1497.6853557434258,1508.4836557078263,1508.4836557078263,235826
2015-01-14,1481.0363272000227,1501.3385295244711,1466.4022845078794,1470.7249275217548,1470.7249275217548,2693310
2015-01-15,1478.3621125923976,1506.7397820450815,1463.0589097364048,1469.3681752695177,1469.3681752695177,1717782
2015-01-16,1521.223821404385,1538.3934659019562,1492.7863139689086,1513.5232934738074,1513.5232934738074,3639788
2015-01-19,1490.1708185182256,1511.081234183076,1469.4859621394692,1497.123624603386,1497.123624603386,3224556
2015-01-20,1535.4790491433046,1551.8306288013014,1520.7456796382637,1521.6121113130623,1521.6121113130623,3997678
2015-01-21,1546.060890926585,1548.3449785293685,1530.1440711698494,1541.936480342633,1541.936480342633,4723218
2015-01-22,1564.6256401953783,1594.1172118747102,1540.2845123724599,1559.7216911938563,1559.7216911938563,1816304
2015-01-23,1572.4946179215983,1586.035497678858,1551.5946637359039,1573.8151752750807,1573.8151752750807,2631390
2015-01-26,1518.3487519279977,1547.3473257393075,1500.6055229663996,1516.235543823307,1516.235543823307,1013440
2015-01-27,1522.2121770132417,1546.4803863935658,1520.5039671775228,1521.6058629444974,1521.6058629444974,1383956
2015-01-28,1491.0071555442241,1517.7958934253772,1486.248569012975,1492.154138861801,1492.154138861801,2594084
2015-01-29,1471.8470485344885,1497.3572410994727,1450.5538003975714,1479.375634412428,1479.375634412428,4946223
2015-01-30,1466.1178548376652,1477.4853714866179,1440.5508152985922,1460.8527129308538,1460.8527129308538,3510534
2015-02-02,1468.6193369257364,1495.1591968586833,1441.9569333578786,1455.2857155735865,1455.2857155735865,2220511
2015-02-03,1465.9819251478316,1495.203181331881,1455.8113879052505,1458.3557257679995,1458.3557257679995,4008483
2015-02-04,1504.937480583439,1523.86116333543,1479.2135598391583,1496.7465549317362,1496.7465549317362,3033434
2015-02-05,1518.8403169769258,1532.1299988720107,1504.155859897861,1508.929144047598,1508.929144047598,873025
2015-02-06,1515.7428715843193,1534.5465002811336,1492.4910475642407,1502.495269916212,1502.495269916212,4959247
2015-02-09,1487.5310722369038,1502.0108595174402,1477.545491443129,1490.9454954757748,1490.9454954757748,2184022
2015-02-10,1522.1184112948447,1536.6940934538914,1499.0236933095266,1522.6741811505415,1522.6741811505415,1148781
2015-02-11,1518.881823956717,1540.374780581965,1509.1803489810438,1532.6652705644437,1532.6652705644437,3520290
2015-02-12,1600.2536896438214,1613.6674595076247,1586.4843320970654,1587.9355398591053,1587.9355398591053,4929418
2015-02-13,1579.5184728246577,1601.3798857397908,1572.5780064839898,1574.3055146120068,1574.3055146120068,1734108
2015-02-16,1603.4439265165765,1609.394261241222,1595.7987582606004,1596.784048205121,1596.784048205121,1124017
2015-02-17,1597.2758673227193,1624.91663082301,1567.9872782305372,1584.9594303864214,1584.9594303864214,4393255
2015-02-18,1591.0428312604708,1615.9441348932219,1549.9694723978746,1580.8512681745099,1580.8512681745099,3616735
2015-02-19,1582.4013954888646,1601.5250155389836,1582.0056636286843,1596.3921746279486,1596.3921746279486,697229
2015-02-20,1616.3846654725564,1620.1199380055812,1589.807894068789,1602.2353640367346,1602.2353640367346,422557
2015-02-23,1573.1233129371717,1617.7181809905233,1571.7014259188588,1587.9554660105348,1587.9554660105348,4505742
2015-02-24,1585.2092898578312,1600.7191723913772,1581.358288132374,1592.5179094811142,1592.5179094811142,3784820
2015-02-25,1569.1523505971384,1587.7949763184722,1556.9792945744312,1580.620820068122,1580.620820068122,4706005
2015-02-26,1627.5124095188676,1644.593027964675,1610.5623863613198,1624.9626605240078,1624.9626605240078,3870800
2015-02-27,1621.141201602029,1657.6587153009134,1592.348036021469,1629.560087507618,1629.560087507618,4616485
2015-03-02,1642.3151257895474,1666.19970095379,1616.1978287706488,1650.0336593319178,1650.0336593319178,2020173
2015-03-03,1667.3985447519374,1674.844967476567,1656.3534340545232,1659.273672078599,1659.273672078599,797384
2015-03-04,1652.6921684728475,1663.1906590039227,1645.4661545534618,1652.9831511195869,1652.9831511195869,1790696
2015-03-05,1680.2746125077754,1690.069295022305,1635.5240612313637,1665.9784999897258,1665.9784999897258,4354009
2015-03-06,1646.5242668751735,1667.9791566984525,1628.050931540113,1660.3448805414075,1660.3448805414075,2948603
2015-03-09,1650.999687696177,1667.444990399457,1628.9591545448332,1643.3363259475302,1643.3363259475302,4449488
2015-03-10,1638.4617557372526,1657.7570256099134,1636.1115974702768,1643.5432326950468,1643.5432326950468,1043438
2015-03-11,1644.039177132508,1650.281160083478,1625.9976142453038,1642.846890616773,1642.846890616773,3585036
2015-03-12,1663.0157470259676,1671.066626190585,1648.736626126882,1661.421730999946,1661.421730999946,920549
2015-03-13,1632.891621184603,1661.1417809244545,1618.7719973989379,1626.47809434708,1626.47809434708,4850147
2015-03-16,1574.0444856310223,1607.4000215504477,1549.4357129823013,1581.8401808049837,1581.8401808049837,267036
2015-03-17,1608.5699382374364,1609.8965494389258,1589.4504213972743,1600.1436156171653,1600.1436156171653,2261438
2015-03-18,1571.2244239673244,1602.7235462989395,1565.4012676163782,1586.212802675447,1586.212802675447,2097366
2015-03-19,1553.3861237676635,1583.4038167508693,1517.0098724765032,1541.0563060778152,1541.0563060778152,4852698
2015-03-20,1506.1850569428418,1513.34168426595,1475.4497515476608,1499.1346315433361,1499.1346315433361,949778
2015-03-23,1504.870322669893,1526.690443232333,1491.693481571962,1514.784561842087,1514.784561842087,526436
2015-03-24,1511.2194217817314,1523.43669778939,1502.9781087638103,1510.7360784445473,1510.7360784445473,4642577
2015-03-25,1524.3056934038066,1537.3726918867862,1515.0972012380632,1532.6433842351425,1532.6433842351425,1116646
2015-03-26,1521.2175274478484,1533.5854252573038,1499.8637151119847,1528.54295824261,1528.54295824261,2777827
2015-03-27,1494.7296480883242,1531.0225064603896,1479.710220048986,1505.985662873663,1505.985662873663,120403
2015-03-30,1528.9107921024724,1540.8541968821394,1509.3816099083413,1522.0454368587743,1522.0454368587743,1373704
2015-03-31,1518.5813552639743,1549.3528370309748,1502.4468090715282,1530.5939867814766,1530.5939867814766,4231866
2015-04-01,1523.4227683110698,1528.5607789249232,1484.0613903908231,1510.9333172531828,1510.9333172531828,182321
2015-04-02,1501.1514648347752,1513.5796712988224,1474.0441738017587,1491.3832636582915,1491.3832636582915,4838568
2015-04-03,1511.1986505274172,1534.9605544500519,1488.340116323338,1503.0980978516554,1503.0980978516554,1598384
2015-04-06,1499.6522736614954,1502.804327997352,1473.9043909449247,1494.7858093166892,1494.7858093166892,368885
2015-04-07,1482.895385983313,1511.8959194289787,1465.8292767153566,1486.035061767882,1486.035061767882,4293395
2015-04-08,1490.608468785156,1521.8671516783158,1487.7146879157783,1497.38807635001,1497.38807635001,1468386
2015-04-09,1496.8667097405892,1520.7413352788078,1481.5296437659636,1488.2068443440903,1488.2068443440903,1608835
2015-04-10,1485.0128952959108,1510.5762944484486,1475.5335761403069,1487.0918382664208,1487.0918382664208,1344056
2015-04-13,1478.4123972002758,1496.1387493786006,1454.6339679337066,1468.1626966277854,1468.1626966277854,878180
2015-04-14,1445.8912289288203,1464.4857258380587,1420.3531265529432,1455.3602011416842,1455.3602011416842,2543844
2015-04-15,1484.4426762718117,1522.7473688315788,1457.2015532297312,1494.3621986871085,1494.3621986871085,2115741
2015-04-16,1480.7197672686668,1507.8509788330605,1479.6480341875263,1489.7081348434256,1489.7081348434256,398486
2015-04-17,1501.0686688221845,1511.4924495651428,1469.7991056884111,1499.5409192944112,1499.5409192944112,3143425
2015-04-20,1517.1118862721019,1531.5434071282739,1488.229852320629,1511.031685147849,1511.031685147849,1352187
2015-04-21,1527.1685246189727,1561.84964224768,1515.7131266197323,1532.623044946736,1532.623044946736,3935502
2015-04-22,1527.1662105688354,1547.2668862757905,1512.0123480389902,1537.6944862706143,1537.6944862706143,4696814
2015-04-23,1530.266102400011,1555.893955639076,1519.99103690342,1541.1474330713465,1541.1474330713465,4336787
2015-04-24,1562.7651841732954,1586.0334556863866,1535.3540044439762,1561.525927002452,1561.525927002452,3161130
2015-04-27,1542.1156306279297,1552.7942139646484,1513.3994181960704,1527.5210467596428,1527.5210467596428,958509
2015-04-28,1571.7411085603585,1581.6914775445243,1553.6124184832818,1575.8306905881918,1575.8306905881918,1433672
2015-04-29,1573.1546844150776,1585.4321040932168,1548.5333303264608,1568.6361645275683,1568.6361645275683,241306
2015-04-30,1585.3696777692974,1598.3333394564281,1580.640665220858,1593.4744016559455,1593.4744016559455,2198160
2015-05-01,1559.8556467430737,1586.9590454736472,1543.0763398531642,1568.1837096716724,1568.1837096716724,437777
2015-05-04,1591.5901957676494,1614.4423996344385,1564.8330397164805,1582.0223796728562,1582.0223796728562,4068606
2015-05-05,1599.4528389990717,1627.6121839981404,1585.0410923875384,1604.4006408867288,1604.4006408867288,3386932
2015-05-06,1617.0101243234146,1645.3625957292463,1601.9552614291426,1612.6854744282246,1612.6854744282246,412356
2015-05-07,1583.9271591157676,1592.5127804834788,1563.4667258237687,1582.0154532020156,1582.0154532020156,2999746
2015-05-08,1586.8829747170214,1610.638816645051,1572.097857315957,1590.838406512438,1590.838406512438,1380474
2015-05-11,1618.183683157101,1629.9761518343757,1618.0988156789883,1626.4662639788537,1626.4662639788537,1966341
2015-05-12,1637.6671490399503,1657.3956354613001,1622.3092519236657,1654.1329948142259,1654.1329948142259,3103738
2015-05-13,1648.162579329996,1676.1116158494779,1635.7188268157417,1648.9751285728692,1648.9751285728692,2023285
2015-05-14,1644.2336979715367,1647.0642935541787,1613.4927366101754,1640.0668142234256,1640.0668142234256,1811201
2015-05-15,1631.276342240822,1640.9687722856138,1610.172220002295,1632.029858863499,1632.029858863499,4757718
2015-05-18,1637.650115924007,1640.7052684449757,1632.0111857760442,1638.2442518689857,1638.2442518689857,2361250
2015-05-19,1597.8738219843951,1615.324246275464,1562.176747176874,1590.172330072989,1590.172330072989,4042202
2015-05-20,1572.1189589157468,1577.3924505968557,1533.0074578691872,1564.2132352845708,1564.2132352845708,3181321
2015-05-21,1610.7826714628236,1619.983843284129,1596.997261114869,1611.2466299955386,1611.2466299955386,3245606
2015-05-22,1608.2873333419614,1635.6050819211669,1583.0050947496536,1605.1935825974526,1605.1935825974526,1996485
2015-05-25,1575.1415005037466,1591.6089247664713,1550.6924609871423,1573.3750788940438,1573.3750788940438,3626997
2015-05-26,1603.0138844503567,1617.6563377607886,1569.205251611495,1597.988473631304,1597.988473631304,2052782
2015-05-27,1638.010011088741,1667.8624400544218,1632.123873375978,1652.8668534139226,1652.8668534139226,3985710
2015-05-28,1673.51208314179,1695.459307444523,1669.3682140326289,1683.3746172250512,1683.3746172250512,2550654
2015-05-29,1706.080354804053,1708.063851732866,1688.119556848366,1694.190654471557,1694.190654471557,3362133
2015-06-01,1655.8985177352226,1682.475385118996,1636.7564914918628,1650.098795387991,1650.098795387991,4763133
2015-06-02,1656.842198347524,1683.5237685286888,1642.3355786998463,1667.0455375357828,1667.0455375357828,748809
2015-06-03,1653.0370734879439,1676.4249669003873,1651.7816918961983,1657.609374586558,1657.609374586558,1799615
2015-06-04,1650.0874641608023,1679.3425741274039,1631.5419604872714,1649.8090633959007,1649.8090633959007,1326743
2015-06-05,1605.9728516567548,1634.501975746067,1577.2666797612628,1615.0461103428734,1615.0461103428734,462597
2015-06-08,1575.8287849942003,1618.8274546959583,1550.6731337545295,1590.7172608984451,1590.7172608984451,105492
2015-06-09,1597.5519602047204,1624.2114268666098,1589.1839847044864,1608.9104804248868,1608.9104804248868,3058502
2015-06-10,1628.8512577826193,1650.936946907512,1613.5302122805583,1621.098793482884,1621.098793482884,210914
2015-06-11,1628.14774479037,1644.808154308057,1611.0559221523015,1633.6758350905518,1633.6758350905518,4155404
2015-06-12,1603.836203354934,1647.9970769839406,1583.8752204495615,1616.090360254002,1616.090360254002,2026049
2015-06-15,1620.0462559736188,1629.420945902746,1586.192282999038,1613.7339895079817,1613.7339895079817,2809979
2015-06-16,1625.3754202091022,1644.8735514876355,1584.9927362345984,1613.0693187986183,1613.0693187986183,2892764
2015-06-17,1603.529708307267,1623.8971330076752,1589.974787490531,1592.3933556882334,1592.3933556882334,4163372
2015-06-18,1612.2578231029781,1645.9104673932031,1595.9334111944495,1619.6813682492016,1619.6813682492016,4186737
2015-06-19,1630.6655445980366,1632.9269312338151,1611.3432471379342,1617.9424382355887,1617.9424382355887,4571795
2015-06-22,1621.918532246744,1638.8047058503237,1591.4729123509996,1615.955373291532,1615.955373291532,3762166
2015-06-23,1588.893665235071,1600.9246213509857,1582.9864223954548,1598.5132983820138,1598.5132983820138,1292334
2015-06-24,1632.6961499116992,1660.6743733545843,1615.4140928714721,1623.5681234899535,1623.5681234899535,2493999
2015-06-25,1612.5243195444668,1634.4056516770383,1577.3167559485046,1601.1108149572656,1601.1108149572656,2823529
2015-06-26,1596.9795686251705,1611.083794794729,1585.983197834966,1594.916615078169,1594.916615078169,4882645
2015-06-29,1610.8711295651156,1633.4439925517852,1573.0442233305969,1598.5034641305062,1598.5034641305062,4387203
2015-06-30,1560.1646907802437,1579.8563652807652,1543.9531302389291,1564.8776507387468,1564.8776507387468,3398300
2015-07-01,1550.9148085489207,1568.3555182435373,1535.2127447553798,1553.0116781199724,1553.0116781199724,955285
2015-07-02,1564.3331253170277,1572.2970417889144,1542.35202994906,1567.9434042688129,1567.9434042688129,690419
2015-07-03,1614.046640786539,1628.414116484774,1603.5207597419394,1609.2555622147338,1609.2555622147338,200134
2015-07-06,1678.6183504586654,1678.9022728327104,1639.128203405416,1664.3997610784766,1664.3997610784766,373627
2015-07-07,1628.5832350831106,1648.234383399954,1627.7680632211295,1641.4793108959254,1641.4793108959254,3622109
2015-07-08,1640.0788310836947,1650.3113036218372,1614.3126565190682,1647.7779844430856,1647.7779844430856,3392774
2015-07-09,1655.9006134392432,1678.8655422661861,1646.1065414291756,1669.7896191733917,1669.7896191733917,2294436
2015-07-10,1667.4534412421333,1692.8067708980086,1651.2623156174757,1670.9497136609914,1670.9497136609914,1832490
2015-07-13,1671.9349212350685,1700.2614587479031,1668.02453793708,1688.1728483533363,1688.1728483533363,4556788
2015-07-14,1634.2130571593843,1653.0604262944455,1610.723309497204,1643.5102576155552,1643.5102576155552,257236
2015-07-15,1624.9334766372033,1634.1148470239352,1596.0816181016617,1631.7428598401325,1631.7428598401325,2068126
2015-07-16,1586.4554566168515,1599.7711261526615,1556.2366438059912,1596.503265024317,1596.503265024317,689221
2015-07-17,1567.9149517707738,1597.288610945045,1537.6885643980802,1579.249217379361,1579.249217379361,4148118
2015-07-20,1519.892131003576,1547.5982709216582,1515.2447141934183,1531.6831775506669,1531.6831775506669,4449220
2015-07-21,1485.6269547910679,1526.2053691674664,1476.5504959298964,1497.552123285769,1497.552123285769,1459452
2015-07-22,1491.8830357203533,1501.530172164573,1465.7749877655137,1494.6952697975632,1494.6952697975632,3848817
2015-07-23,1487.1961512275504,1500.3445435216026,1484.560995319386,1496.4236830887082,1496.4236830887082,665383
2015-07-24,1543.2639935837892,1567.8680455024717,1518.3197644937495,1529.4943296072072,1529.4943296072072,2613658
2015-07-27,1543.1487639392028,1563.0426287741352,1516.438294685309,1542.3564059812877,1542.3564059812877,1265007
2015-07-28,1512.9017113669627,1529.2562178306914,1488.6719410489889,1507.786775583842,1507.786775583842,4532863
2015-07-29,1500.2837678096048,1505.1406587462468,1471.080663735993,1491.9946534987707,1491.9946534987707,3642807
2015-07-30,1528.3255060868196,1539.2953401230077,1500.1540611446496,1522.6408549953749,1522.6408549953749,3995409
2015-07-31,1524.7976368211246,1551.083242858583,1508.4534712418342,1518.0148821126816,1518.0148821126816,4121347
2015-08-03,1491.1284250196163,1513.5409063191637,1485.5101963924715,1490.2655923980299,1490.2655923980299,3516702
2015-08-04,1500.9320936759273,1503.688559211188,1470.2203651180253,1490.6638037727946,1490.6638037727946,481231
