Date,AAPL,JPM,RELIANCE.NS,HDFCBANK.NS,TCS.NS,NVDA,GS
2015-01-02,-0.0016140654455831793,0.01154340563873979,0.010208244127435817,6.610162666298436e-05,0.023543376791443915,-0.019841696840977363,-0.013653061339359507
2015-01-05,0.009320077004141503,-0.0012408538910204658,0.011960186975703557,0.001402204219605796,0.004394989450128506,0.022034061716895703,-0.009228868114930289
2015-01-06,0.02163879879585906,-0.0008131802253029674,-0.011955043186865688,0.03870302839554074,0.007905068512026991,0.010642100958251133,-1.1662156583103211e-05
2015-01-07,-0.0029399369978169165,0.004660343266712719,0.01569269149435648,-0.012705534596488044,0.001082259540489794,0.007059536646595532,0.005978568075974078
2015-01-08,-0.002939710137748852,-0.006027904914357229,-0.018665854951170457,-0.005294584339908259,0.011857310371951923,-0.010138308045297806,0.011103025074930883
2015-01-09,0.02243457964651574,0.009413900188105062,0.0043415569029938705,0.00231636636217325,0.027128290192423465,0.013290214733600925,-0.023208086570976172
2015-01-12,0.010996460752809911,-0.005192447774877262,-0.0005537729772094879,0.014840751696962862,0.028245173342283714,0.016301092531215478,0.006749182369256923
2015-01-13,-0.006186295364318917,0.024007626673515636,0.01210988893602627,0.015128155383119068,0.004657812586191135,-0.009416778124519909,-0.020788183081073552
2015-01-14,0.00785062490094579,0.0034712125224340973,0.004247710761398071,0.015760756602440917,-0.015737675513049054,-0.00899892393548496,0.002239804510278942
2015-01-15,-0.006102873250841245,-0.008944840067099169,0.016567044082015148,-0.0008238980736224866,0.012660321445701284,-0.013925804938369923,-0.00032365067979511775
2015-01-16,-0.006134719341730377,0.004590537814740392,0.01310622176374232,0.0034525076345883754,-0.0044481160911328255,0.007926463520025573,-0.028847325834722493
2015-01-19,0.003660759814177572,0.01411263968601828,0.02192023571799151,-0.018748781317532104,-0.010401450045298133,-0.0010589755806539314,0.03111803579267014
2015-01-20,-0.02587415385043368,-0.021299172445117254,0.0028170593959140344,0.0026983582853656873,0.0029170107961844494,0.030161564683478748,-0.02710060096256428
2015-01-21,-0.02332791759770736,0.018021017379729276,-0.009777251833859801,0.006495002216253543,-0.0061932314298538405,-0.02074156987099296,0.0023968613219320645
2015-01-22,-0.007463785610984042,0.005029333422590154,0.007264608727549415,-0.005219454606838925,-0.012027355268851458,-0.011695918192140553,-0.0038203963711832545
2015-01-23,-0.013641821658793685,-0.00012005712639084898,-0.013369973072805741,-0.009250260059062931,-0.014018526603232995,0.0004675618637943746,-0.0032464140538265296
2015-01-26,0.004666707645105461,-0.009168187386597304,0.009834630231507546,-0.01999848499518131,0.02328515798245867,0.00956241535930391,-0.0243466915156888
2015-01-27,-0.012208106166680999,0.005123569047194243,0.020395844846097244,0.0016099004638345793,0.0025959919845903734,0.008929284986598063,0.007693409275257634
2015-01-28,-0.019087380141524557,-0.011874406294717366,-0.015477995626838936,-0.001281767154683866,-0.004624924528465413,0.0014728900157439107,0.033564109119991636
2015-01-29,0.020826686860901056,-0.026898744157189736,0.02056791392454871,0.011817260369052507,-0.0022404030160653177,0.005197955481328842,-0.0010761331866790957
2015-01-30,-0.0028241762548075755,-0.009534995456134898,-0.008475167604991118,-0.004063064023565599,0.008785467637655087,0.0019440168622801846,0.004034759427579582
2015-02-02,0.0012374115644306904,-0.0034703181545900907,-0.02186227662835616,-0.0022516695432893696,0.005055147586188857,0.014954347716202854,-0.0007550829517405377
2015-02-03,-0.019256538011178326,0.008836977180448846,-0.01091640170346131,-0.007350279880667943,-0.010483159512648998,-0.007380802646858475,0.013150512724954933
2015-02-04,-0.007217469826013123,-0.0027278179333323216,0.027489632078206316,-0.010617722537730967,0.007692255892917554,-0.005821472329701982,0.01380873345032807
2015-02-05,0.0018397264741931707,-0.015448144369900163,-0.009411467183803368,-0.006029202415386181,-0.002533327254311657,0.009904161436288694,-0.0182650348035317
2015-02-06,-0.015528645658756446,-0.008822118327386108,-0.030868323593426505,0.0377576767633403,-0.00039070908938865223,0.02233719740777662,-0.013419447073945823
2015-02-09,0.005522672821732355,0.0005870080505829822,-0.016035576710917043,0.0021524311540339625,0.009499120736520927,-0.008453133499046639,-0.010900547490168333
2015-02-10,-0.007991175593429878,0.009290823214373356,0.01361056696096652,-0.020892280565693366,-0.017053257009377654,0.003649914461353543,0.001845569756404597
2015-02-11,-0.0037347103013428695,0.01163767106532032,0.012537224880941222,-0.002832899485371021,-0.0018912950312053312,-0.0049315115046527636,0.013843977469524704
2015-02-12,-0.008005857227379232,-0.018402898609141016,-0.0062510025992428275,0.01646625384129985,-0.004640615472327969,0.00802112303194269,-0.03321274528601159
2015-02-13,0.026311140276693346,0.0010102650874885821,0.008625112759833797,0.005436915595454561,0.010057581101540647,-0.022195120019767867,0.0064881417757318705
2015-02-16,0.00011374616677595206,0.011084535949463348,0.007821019510118488,0.008769408065516737,-0.011610689387818507,-0.004480418946367637,0.022072406048059268
2015-02-17,-0.014255121713324104,-0.011729427719516017,-0.005582873397848465,-0.013193398730970585,-0.008315149392422172,-0.007627754576561507,-0.004447785647501368
2015-02-18,0.011768909647998038,0.025570962386313623,0.01725716561983459,-0.0069389551926923865,0.00030802529489792896,-0.004433927447387798,-0.0008075963575748801
2015-02-19,-0.016481183345630313,-0.0065307517449483266,-0.005954349039999696,0.013251213752192736,0.008257275348560356,-0.03428334166354263,0.01401546612328608
2015-02-20,0.0032004816400035274,0.014540822116818397,0.000371948423245394,-0.01292019663589039,0.003381640831487731,0.02876288784943548,0.010956696615328942
2015-02-23,-0.026500221295614246,0.009928454221966199,-0.01596697993447782,-0.005594756588014671,-0.02611239849308089,-0.033685092942366546,-0.004503728644905447
2015-02-24,-0.017943203591480827,-0.009188096064250861,0.004147316190362238,0.012396161595909838,0.012562413577486442,0.006924260363602164,0.005968247568338247
2015-02-25,0.00303362609613278,0.0005251051544683527,0.013183707450513893,0.013059071819205847,-0.010880062636702825,-0.01747671431072928,-0.04251531083644955
2015-02-26,0.010590666753613753,0.019391588593862252,-0.004433688159300675,0.043396683451822016,-0.002266663803079605,-0.01680647755160014,0.005674209106109052
2015-02-27,0.0026793177674377944,-0.00711421115563271,-0.0038315636283428045,-0.01400491221573641,-0.020556052144713566,0.0022160623319000816,0.0005565723955656132
2015-03-02,-0.0013010937357852415,0.0027614194666187863,-0.030510603135793457,-0.0003572098654499589,0.014141031373905877,0.009929550799142373,0.022917830429232566
2015-03-03,-0.0038646243789028922,-0.020355704270351604,0.013904940084141337,-0.012436482156053086,-0.004759852982614499,-0.014497779025070101,0.02335737609184685
2015-03-04,-0.019987149971663176,0.005298186052989706,-0.007391204065853363,-0.011640640373055455,0.014727243713160032,-0.014942633199195088,-0.002027593695185903
2015-03-05,-0.009628654151385807,-0.005291362365083652,-0.010327661651061693,0.00692591555021882,-0.004533778602504368,-0.01749007353956389,0.019135922456761323
2015-03-06,-0.006064595312163634,0.007589494354274917,-0.008229036192443862,-0.003984744545697083,-0.018505923069752517,0.003281726714521538,-0.01005315091055592
2015-03-09,0.015063457901276056,-0.011336401791463002,-0.021743376208593124,0.021671157655321238,0.00984199330147173,-0.014111451556736765,0.00043842649507230824
2015-03-10,0.00507573364009839,0.004742922275209338,-0.0033010999092839555,-0.01182851135886498,-0.005500345815673491,0.01832657362470691,0.018240082081413256
2015-03-11,-0.02384378230862172,-0.004542835256479361,-0.01595259269461169,-0.006086642881231286,-0.017895337905602493,-0.01556670886438638,0.003350338267784858
2015-03-12,0.004803676132610235,-0.035607863596174294,-0.005145775847590239,0.015306417178807541,0.006530396000109295,0.007840020605943021,0.009520371520626236
2015-03-13,-0.0050232860133649915,0.0015196349247768026,0.005903398142539373,-0.02155952002772943,0.023840508415049477,0.021945304795700782,0.00048536677629407166
2015-03-16,-0.009039360573466215,0.01793662936234597,-0.006534968998272883,0.03430855593898574,0.01273642401730446,0.0012553484752635402,-0.008549878786142884
2015-03-17,0.008816468331951155,-0.014784045852121008,-0.007220842570394681,0.0015413556034666875,-0.01454151464075848,-0.024213346856170048,-0.0025127861336849966
2015-03-18,0.014696044394211905,-0.008594823384417749,0.027637301500164302,-0.00437613501159928,0.0014608607944261998,0.005862341080427491,-0.006878027235324935
2015-03-19,0.013294722232252587,0.018843721110945122,-0.017187530133569884,-0.019095226036224267,-0.00916642482779706,-0.003108014157765737,-0.006494666340385535
2015-03-20,-0.011265729017447601,0.0080451072170451,-0.004197671833346073,0.01764818651473865,-0.0018835404447686832,-0.0002762778479596939,0.01900396986420061
2015-03-23,-0.0039765595449466895,-0.004248557829611421,0.007603738507580227,0.0015563990690279361,0.0066149962966255416,0.022531391599662998,-0.0110655444253287
2015-03-24,0.004903657053673127,0.004409377494819955,0.012707446852334492,-0.014602727861394826,0.009123684945832045,0.0010160661432412343,-0.01679449665138466
2015-03-25,0.013916524003901642,-0.008335251008522726,-0.016892303297544542,-0.01478226096812374,-0.0074550396252199835,0.007443866897357099,0.027279746838756003
2015-03-26,-0.006319882090113138,0.03515601654434164,0.006126103118410109,0.00391854224603283,-0.0023936097552568203,-0.00883510917069874,-0.0013123063712272565
2015-03-27,-0.0022696184283134135,0.012671227796897666,-0.005173874459158623,-0.000663327413376269,-0.0023685288390444814,-0.0035817454459154963,0.017215289783073073
2015-03-30,-0.014919157835748598,0.024272534112659727,0.0205860249652432,0.005245312051108675,-0.011607846980650205,0.015993289207101302,0.020871472340042496
2015-03-31,-0.016145316212086036,0.0015758344692020643,0.0054678330003781195,0.0017740881355488014,0.01967115895681837,0.002192514323224426,0.00302184479725387
2015-04-01,0.011628433737801203,-0.0172032094547222,0.003645254148305188,-0.011604959987251529,0.025041064784046663,0.00426596379182187,0.01346762987787753
2015-04-02,0.019280018388974307,0.007302949227447231,0.023673211431468166,-0.010667167473177974,-0.00920978622949653,0.014275841737650508,-0.0061371244396430935
2015-04-03,-0.0006969298613587194,0.01785249896471286,0.000279958250103185,8.528898017523545e-05,-0.013657448920897153,0.02315725817854042,-0.01464208095811459
2015-04-06,0.014309872186615946,0.018445430968247578,-0.010783622611810206,-0.007405364135586789,0.017646155499355443,-0.015594579889433136,0.0044343560419091155
2015-04-07,0.005326734741981198,-0.0228235130611405,-0.017922471112743255,0.009304563643553587,-0.004102963775969748,-0.006490433943194374,0.028868892702861304
2015-04-08,-0.008602510601365854,0.0032360748518776017,-0.0091517834736764,0.009094991824037946,0.011730546703383915,0.020719549478351196,-0.02304277730612847
2015-04-09,0.005323385097776079,-0.021607323510149046,0.01665119743837251,0.010245977322888233,-0.016057429732058925,0.028307435896041788,0.009577916689404109
2015-04-10,0.021851294640357954,-0.007788574502647028,-0.011415664084402755,-0.002740374503879539,-0.011542790133647451,-0.0033240332884029167,-0.005454613540438746
2015-04-13,-0.00019568943257852744,0.008449464245845473,0.0013063728003734898,0.002175626710593015,-0.005943998954071272,0.004069384243378771,-0.02402410225779117
2015-04-14,0.02222816115497328,0.0189289939188928,-0.007064465738730874,0.014163807474542489,-0.004531178190729568,0.005181141162804215,-0.0006679358012157133
2015-04-15,-0.03536497427228458,0.003389863634654322,0.004159088769947861,-0.015922191248437967,-0.01130245854394174,0.003553981049978283,-0.006391327521099499
2015-04-16,0.011759901975993303,-0.01548433321702447,-0.003997513190346358,-0.004991359102056614,0.007616534015020493,0.003739020260084658,-0.009572613595481116
2015-04-17,0.0015082889494768548,0.008644440970110745,-0.010404054635561821,-0.020219663921928088,0.014344513507551726,0.019401753551790746,9.67791437520571e-05
2015-04-20,-0.003835683623343855,-0.01142540470031761,-0.010855768410349076,0.006109012327410568,-0.009301810126481791,-0.02435370347882304,-9.154488700868768e-05
2015-04-21,0.0015737154734021264,-0.0037433738386631887,0.011841340228849973,-0.011542685215453985,0.013039348759701586,-0.008741702828963804,-0.030645120166693518
2015-04-22,-0.026876543367704286,0.001555390711090343,-0.0016517067985379885,0.0028187915776438643,0.022703577783692364,0.009194903776724495,0.02520033388547427
2015-04-23,-0.0027398124020092673,-0.008942299820111743,0.011262854105370534,0.01823864896259786,-0.003297813693489693,-0.00655473886108493,0.02151894203674387
2015-04-24,0.005263713615272891,0.009162898131816366,-0.010099168059937713,-0.006600772979891367,0.01319422249922253,0.004280029150277365,0.022798568024841037
2015-04-27,0.020999939495901954,0.010786645748121604,0.008699099136980859,-0.021590926394386645,-0.026566650363695432,0.015477824550354402,0.0007002224700296544
2015-04-28,-0.006858131385641841,0.014656479541668377,-0.011501962587745829,0.0028746220559550117,0.014567819982072683,0.022730998221347054,0.0023670495673524528
2015-04-29,-0.010844642737184773,0.02025647775830275,-0.023843254311204487,-0.010351690637967592,0.014038108888291712,0.004154447759408875,0.017463981381371285
2015-04-30,-0.006630823777481365,-0.0016819986063230097,-0.0027869565954443676,0.021028641127000647,-0.011165625115410527,0.021164221428910723,0.02492409297179865
2015-05-01,0.01307177286439054,-0.016564482731161845,0.012981437410860774,-0.018634505172599347,0.01820211281714612,0.0022694053758560706,0.019441478672506562
2015-05-04,0.0048686694229771454,-0.015249712166259477,0.009836286380098258,0.006154271624388086,0.03250121702359898,-0.0038981745960718905,0.0012001371299876773
2015-05-05,-0.007016262963608799,0.024646671812880383,-0.009910078736156458,-0.0003121242848901362,0.002534962200613222,-0.02086406557149123,0.003733447234983922
2015-05-06,0.007441563494921644,0.022945903881464336,0.005474210644615507,-0.007351179132106811,0.02111601658624762,-0.013511382403083139,0.014779394805678248
2015-05-07,0.00164751769456295,0.01902755671567191,0.0031122539251939862,-0.005094977982798676,-0.004644574930756651,0.00036621776719014676,-0.004670275369629828
2015-05-08,0.01381957094089925,-0.007783117520399063,-0.005396460608986575,-0.009918747140330586,0.019750397906654893,0.0006564783776774608,0.0055315265932125435
2015-05-11,-0.009384436430817655,0.02397869503236283,-0.0009296450326508054,-0.004776183868338335,0.0003680420978193766,0.0034866237222259677,-0.015920872202999536
2015-05-12,-0.004231200012242087,-0.0020487053298950952,0.014759425505887824,0.007582172421958466,0.017771311004210366,0.02608665709583624,-0.02179203729234347
2015-05-13,-0.005120161625906117,0.00506818821826438,-0.00460473522780025,-0.00350253399224032,0.004919374348138605,0.010768009091526087,-0.006083234891937406
2015-05-14,-0.019783307607269318,0.011823462882357472,-0.010446514269896068,0.0005582328868760644,0.012674430217514798,0.01151544380023739,-0.005463188257151641
2015-05-15,0.004414349610412094,0.017938617313916883,0.0038391901952290475,0.016484223033845335,-0.005287485172925321,0.02596557233511465,-0.005579062777183674
2015-05-18,0.003926367722108637,0.007832048629632604,-0.01574996629011416,0.0171639058935098,0.03438371942422758,-0.004628346839276487,0.0005027271161901492
2015-05-19,0.00037172857273004567,0.019545204408262018,-0.002351833613611354,0.019902333458502453,-0.035837141929741634,-0.00672928954874541,0.00811935814048148
2015-05-20,-0.002945930636746641,0.0004850094013590933,0.006278501754081622,0.007251998255638936,-0.003196570097319551,0.017391951674635475,-0.0007110788200883622
2015-05-21,-0.019129073131744834,-0.002507612524501601,0.0023608051589354417,0.045190186609082694,0.0015145188747174299,0.007058603523521612,0.007234469616022254
2015-05-22,-0.005513546865734575,-0.0041301408995004785,-0.0035267737634956386,0.014649529221663737,-0.003025967194997481,-0.0003137378557569459,0.0018632378251512982
2015-05-25,-0.004438901931959727,-0.015506539437456501,0.0029397069087113703,-0.01855194327497589,-0.01879031859702307,-0.000538335106485488,0.009320452565416693
2015-05-26,-0.010759423048529282,-0.037749144201775664,0.010416408768852303,0.02992177103104887,0.02283676448170091,-0.0020803151177601897,-0.012975121416128443
2015-05-27,-0.0019325464358384004,0.014842662276760565,0.0164520149813574,-0.0014311632773321703,0.022402482242388277,-0.001098284678789474,0.013830186571781589
