,AAPL,MSFT,NVDA,GOOGL,META,AMZN,TSLA,NFLX
2018-01-02,0.008801221686259852,0.021108916312290393,-0.02694931947304935,-0.0006305292784171135,0.016356666061987823,0.0005563931034979763,0.007658404155422627,0.003912999033879316
2018-01-03,0.008091319254795337,-0.007527382987367548,-0.012235410658274049,-0.010986754617666072,-0.022450209154482925,0.005065642713349083,0.007995610432993683,0.009450912895692998
2018-01-04,0.01539632739619945,0.0002884021814908433,0.0074165051125227865,0.02516609555171434,-0.018314424917881822,0.004991080110861912,-0.00235603279713148,0.0414159336469595
2018-01-05,0.011928451633351767,0.009370219978904748,0.012409581585910656,-0.015045688010016045,-0.008185089756506003,-0.014593569526747618,0.00968222050801737,-0.003026028648909329
2018-01-08,0.006686688133337393,-0.010066711793898064,-0.017460886949904886,0.017873395797470826,0.01080444579833606,-0.018134906457624056,0.017079705610212104,0.009370180068284828
2018-01-09,-0.000671386227553028,-0.0019071734888680414,-0.0009888132907681646,-0.005616098156125848,-0.0033987193534906757,-0.01724896966252587,-0.024973695990994194,-0.015992087902555907
2018-01-10,-0.02246185144212809,-0.003613074091372681,0.030688951781561613,-0.0005534267562707917,-0.011094679007062846,-0.00586327723450164,0.021892336955930514,0.001549353759910499
2018-01-11,0.006274344271747445,0.0063875942565279065,-0.0009144245231061943,0.00198926205499661,0.005233413180864677,0.00374778659859043,0.006774640582350333,0.02123908520240425
2018-01-12,0.0031841330655233424,0.0011615782189418056,0.020532277355034045,-0.006351544865451864,0.005950953088375455,-0.009182681209146115,0.010547278041699526,-0.02086983608699111
2018-01-15,0.004072793934851937,-0.009732429857360114,0.0051268555938130955,0.011154863030134798,0.011265666831850485,-0.01941470115106514,0.03783135792317549,0.013998865110759873
2018-01-16,-0.0172428885646152,-0.003861683400070648,0.00811336807057872,0.006252511523835436,0.01937927912885473,0.013116001036781011,-0.006445097155011292,-0.016015507718857847
2018-01-17,-0.014573997790711557,0.015874367674962198,-0.01222803157220076,0.0217603916974507,0.017519116508723176,-0.02080330001010111,0.006540861530335507,-0.0113848116926073
2018-01-18,0.015007620453734383,0.007938560506443038,-0.021757007683354423,0.00918768253436375,0.00802901798806066,0.006973857380879522,-0.010891341516768294,0.013621885314168969
2018-01-19,-0.00024735865668967794,0.006723881540191989,0.010365783909453308,-0.01617735685895827,-0.0008655891344406808,-0.010061671769253433,0.007264495819492733,0.012508719090521092
2018-01-22,0.009793147634056254,0.03206952329010404,0.004567261317180993,-0.0018119836579872928,0.006290812605223239,0.01732310681544247,-0.00929069714196662,0.0053892981226573156
2018-01-23,0.0006934898077914919,-0.015255142853884629,0.0011408417522047465,0.022462376004672935,-0.005364307718604078,-0.006959077926178336,0.001492673410105505,-0.002416159764895065
2018-01-24,0.0007134293519253099,0.010188688275681868,-0.01792850202118046,-0.007563455011725506,0.012729243129886658,-0.023810325604933125,0.017815104647914692,-0.02144268492382939
2018-01-25,0.013393079394042218,0.0010608642481182429,-0.0046327116822808545,0.021111878367476633,-0.006560506068852945,-0.00024755090497008414,0.007705082445391032,-0.0037004642865059445
2018-01-26,-0.006827500041325041,0.005078494209473261,-0.008211561289545477,0.010357789626493474,-0.010143443564172072,-0.011281501339980626,-0.011554758622574601,-0.0072109216301347034
2018-01-29,0.0016342363179426833,0.002830991991169096,-0.006864742624338671,0.011502495232279752,0.013562213655543776,0.011604859937390355,-0.02882278635865454,0.010818551220104666
2018-01-30,-0.006087137515616625,-0.009376921886209755,0.0034732052391828194,-0.02890627333851803,-0.01947969627404178,0.004882405436161363,-0.037650555857775214,0.006731643270052823
2018-01-31,-0.005704425685122749,-0.013945517639107785,0.01013926835902379,0.006149329896591116,-0.007951403667206813,-0.008382152272613519,-0.014640014431308357,-0.003974404335585713
2018-02-01,-0.003976003917510296,0.0002985129251111829,0.004274541977457691,0.02954135859766782,0.008660405603383214,-0.013503258972400012,-0.0008931225019982447,0.007187464166389157
2018-02-02,0.0033849945598574127,-0.010483792376847267,0.0030002645984665843,-0.011699347590490516,-0.0008942483548386448,-0.014799481779460666,0.007435335479423433,0.0018770130552574482
2018-02-05,-0.006314020864713554,-0.004809846492269898,0.0018757713761716754,0.02260144908721662,-0.0014666902334321552,-0.007788639400677755,0.022332496749265296,-0.009620305776834703
2018-02-06,0.017861581368447954,0.011427050655666848,-0.002119085823975908,0.002863498032947165,-0.014157201735237379,0.019385832971324124,0.007244863254795897,-0.02605630959969174
2018-02-07,-0.012024420052545781,-0.016563519708171826,-0.011148544136809213,-0.010789865081467509,-0.013066479244954965,-0.0016899849071754236,0.020136767917490417,-0.023052914570701244
2018-02-08,-0.002286386136052476,-0.0023533133351941737,0.0009504706010252661,-0.0036474193385579445,-0.0022239212773940142,0.01351591788869766,0.031121042082144834,-0.0017396866118805088
2018-02-09,-0.005776557160567686,0.015026796192226355,0.010714055529545519,-0.023097020669906376,-0.020306175013858452,-0.020019114861442033,-0.03609713662116898,-0.009139979025738598
2018-02-12,0.02056257790224003,-0.006705409402004814,-0.0012962302045027574,0.000850694582565481,0.00017067437101725424,-0.025978091961277316,0.0024697484270643777,0.020823456406624974
2018-02-13,0.0030293660934981315,0.02088053941927326,-0.012377010922315912,0.006029371779810555,0.016178651132140454,-0.012719972641570099,-0.023909123247836672,0.0020677364773633577
2018-02-14,0.01470792740120963,-0.020968237657523203,-0.016137650710680518,0.033627617509461416,0.014936908435716711,0.009451542619361764,0.005520368020335953,0.00812953721125842
2018-02-15,-0.020082738521929322,0.02584338956694343,-0.012834316305068927,0.005668515308160815,0.0077215312097072,-0.003695752185113088,-0.0033537315015068625,-0.020012305296721267
2018-02-16,0.004009780203886537,0.0005501714723172846,-0.015429588416749018,0.020335155791995074,0.002960840628368322,0.012710685871925032,-0.0036451559711336845,-0.00253356875305788
2018-02-19,0.01271001184356968,-0.017949377073793515,0.04119513708246214,-0.013451718266061508,-0.000842849099187748,0.01797519984167595,0.0028608965464484992,0.010781009198604918
2018-02-20,0.0014421814993521576,0.011918010623609865,-0.011793292317375359,-0.0022182906309561323,0.0010835870547964976,-0.012881426153931508,0.0011832699498859345,-0.01727604777475278
2018-02-21,0.015181042612809392,0.006291314833547501,-0.00023177699510990024,0.0047227246322867344,-0.011402622629234083,0.011934168563119574,-0.02591823464649079,0.002468259447161003
2018-02-22,-0.006844618577666051,0.019646054276450053,-0.000901316445427236,-0.011569582386812716,-0.007504672329234241,0.01972928357102477,0.014560071031342936,-0.01228718530592876
2018-02-23,0.020030484155351136,-0.02076804376488972,0.020086569933210896,-0.002710215743519484,-0.02035540704667871,0.014731470733441832,0.0006765253666278781,-0.013999427654408314
2018-02-26,0.03268326551581935,-0.014779646518592204,0.006270939534164244,0.013866550373120345,0.012042280981548581,-0.021553499081765737,0.0019224186403523635,0.014215332353052279
2018-02-27,-0.004716518272621095,0.011033129173475986,0.006202893353826067,0.03459335761044069,-0.0011381625906270454,-0.025086137342233417,-0.000430691405846062,-0.005803857596407225
2018-02-28,-0.00585607690333767,0.036276541879844304,0.0027212477015705616,0.0117474466764802,0.025630253414217652,-0.005899112954594998,-0.03212872840633385,-0.0031975170375724282
2018-03-01,0.020653194645319672,0.008307306801045078,0.004121698717119315,-0.00946090898088947,-0.007054142649915329,-0.005377510066352342,-0.0009477217222679801,-0.012116631038999515
2018-03-02,0.02243967122881929,0.010473310577343797,0.004778209737350325,-0.0002046755450503257,0.0001940149003953895,0.01205386766235006,-0.027871572190639626,0.010106657628962568
2018-03-05,-0.00692130191133189,-0.0101969955228558,-0.00835912550349105,-0.01412373922359833,0.009167050870517501,-0.013023908721604194,0.030449862575856468,-0.01671996563298872
2018-03-06,-0.00550722758903599,-0.0022169471376581873,-0.012335895482975534,0.003876148506780641,0.0055596843423730835,0.006080855347253555,-0.01723670258725185,-0.005225456163932329
