,AAPL,MSFT,NVDA,GOOGL,META,AMZN,TSLA,NFLX
2018-01-01,112.59360637417252,136.9926905677999,76.96460668348752,144.6341425356157,223.4752059708383,139.92473212640903,100.30008731815524,100.41270758391816
2018-01-02,113.5845676643271,139.8844578083911,74.89046290985662,144.54294647408824,227.13051528803723,140.00258528237296,101.06822592366184,100.80562241168323
2018-01-03,114.50361666371708,138.83149392048708,73.97414734176628,142.954888589463,222.03138771445532,140.71178835835866,101.87632808530122,101.75832756849216
2018-01-04,116.2665518339206,138.87153322619338,74.522776983721,146.5525049752901,217.96501053474583,141.41409216659787,101.63630411508093,105.9727437110944
2018-01-05,117.6534317740481,140.1727900413306,75.44757346470911,144.34752170834557,216.18094735974117,139.35035578050272,102.62036922314306,105.6520671526211
2018-01-08,118.44014358013804,138.76171096263792,74.13019191379718,146.92750209622284,218.51666268812244,136.82325011358668,104.3730949190856,106.64204604642768
2018-01-09,118.36062449894894,138.49706830622,74.05689099478562,146.10234282261607,217.77398587758412,134.46319002324924,101.76651297693718,104.9366170719448
2018-01-10,115.70202573485604,137.99666813699173,76.32961935161696,146.02148587694418,215.3578534081837,133.67479506230745,103.99441976985835,105.0992010141575
2018-01-11,116.42798007725511,138.87813486180357,76.25982167584247,146.31196087801342,216.48491003681283,134.1757796678113,104.69894458636921,107.33141189920181
2018-01-12,116.7987022583712,139.03945267834632,77.8256094855363,145.38265389414448,217.77320158078308,132.94368625713315,105.80323346559413,105.09142292588014
2018-01-15,117.27439930452768,137.68626095774857,78.22461014686914,147.00437748529117,220.2265619146976,130.36262431852995,109.80591346026031,106.56258357971736
2018-01-16,115.25224990583752,137.15456020939024,78.85927520116822,147.92352404957222,224.49439392963055,132.0724606342493,109.09820367981418,104.85592969985495
2018-01-17,113.5725638703353,139.33180212645183,77.89498149424746,151.14239787415818,228.42733737243896,129.32491761260275,109.81179992329217,103.66216468536884
2018-01-18,115.2770178028588,140.4378960681044,76.20021978338237,152.53104624330845,230.26138457316705,130.22681114382704,108.61580210775656,105.07423880413143
2018-01-19,115.24850303458788,141.38218384502014,76.99009479550976,150.0634970761602,230.06207282059924,128.9165117145413,109.40484114809921,106.38858294098263
2018-01-22,116.37714863940958,145.91624308264377,77.34172867727538,149.79158447179776,231.50935020828285,131.14974621724653,108.38839390312725,106.96194273129865
2018-01-23,116.45785500585085,143.69026994971588,77.4299633505381,153.156259364539,230.26746281403155,130.2370649133222,108.55018237667049,106.70350558889628
2018-01-24,116.54093945787427,145.15428531848212,76.04176009610805,151.99786888707115,233.19859333309347,127.13607799190518,110.4840152352611,104.4154959382855
2018-01-25,118.10178151268984,145.30827431023766,75.68948054576961,155.20682940713064,231.66869254628375,127.10460534074394,111.33530368154663,104.02911012460807
2018-01-26,117.29544159453138,146.04622153991076,75.06795173729417,156.81442909472474,229.318774237855,125.67067456527464,110.04885112133532,103.27896436424686
2018-01-29,117.48713006511429,146.45967722343076,74.55262956928136,158.6181863177395,232.4288444492962,127.129065141842,106.8769365964497,104.39629313018084
2018-01-30,116.7719697480928,145.08633627062716,74.81156615289625,154.03312566757893,227.9012011540974,127.74976078058464,102.85296052521717,105.09905173424909
2018-01-31,116.1058527245594,143.0630322089716,75.57010069847932,154.98032617231195,226.08906670747987,126.67894283293182,101.3471916988252,104.68134560737055
2018-02-01,115.64421539928068,143.10573837319157,75.89312826615567,159.55865556335175,228.047089727657,124.9683642615089,101.25667624140465,105.43373902781292
2018-02-02,116.03567043928624,141.6054475241516,76.1208277321595,157.69192339084475,227.84315899284232,123.1188972316117,102.00955359879084,105.63163953243273
2018-02-05,115.30301879508156,140.92434705909125,76.26361300194998,161.25598936882818,227.5089836567932,122.15996853766558,104.28768162292985,104.61543086042235
2018-02-06,117.36251304731758,142.53469671155224,76.10200386075236,161.71774557718678,224.28809307858515,124.52814128351896,105.04323161544767,101.88953880501803
2018-02-07,115.95129689201424,140.17382045347216,75.25357731181114,159.97283292112985,221.3574373654833,124.3176906042312,107.15846279179114,99.5406879712978
2018-02-08,115.68618745434304,139.8439475325539,75.325103624668,159.38934491668942,220.8651558506168,125.99795830255051,110.49334582179242,99.36751836909676
2018-02-09,115.01791957982488,141.94535403084197,76.13214096767146,155.70792592258582,216.38022934145104,123.47559070298458,106.50485242193311,98.45930133536352
2018-02-12,117.3829845113386,140.99355231935266,76.0334561870157,155.84038581163065,216.41715990099445,120.2679304527294,106.76789261367689,100.50956430454721
2018-02-13,117.73858054457088,143.93757374642027,75.09238926932758,156.78000543599808,219.9184976300413,118.73812566771242,104.2151659102647,100.71739159698363
2018-02-14,119.47027103954191,140.91945649225806,73.88057452026872,162.0521434919311,223.2034000924616,119.86038412300395,104.79047197938974,101.5361773797922
2018-02-15,117.07098082511077,144.56129290394944,72.93236785807538,162.9707385480354,224.9268721123883,119.41740984647286,104.43903287245469,99.50420439940577
2018-02-16,117.54040972647287,144.6408264033065,71.80705143976634,166.2847739059462,225.59284473375047,120.9352870306703,104.05833630816024,99.25210365634155
2018-02-19,119.03434972619436,142.04461366992845,74.76515276731493,164.04795797542766,225.40270400778343,123.10912298295705,104.35603644313343,100.32214149884145
2018-02-20,119.20601886315688,143.7375028846732,73.88342546557676,163.6840519272233,225.6469474599624,121.52330190637682,104.47951780514579,98.58897138944195
2018-02-21,121.01569051522183,144.64180076870863,73.86630098723393,164.4570866311725,223.07398047063785,122.9735814756744,101.77159314691981,98.83231454945984
2018-02-22,120.18738427173226,147.48344143725416,73.79972407539125,162.55438681829796,221.39988334202772,125.39976213635248,103.25339477211189,97.61794358637678
